,cov_grid,cov_pix
halimeda_76,2.2416,2.134990692138672
halimeda_77,4.6108,4.411411285400391
halimeda_78,6.5296,6.365680694580078
halimeda_79,3.63,3.5085678100585938
halimeda_8,0.0,0.0
halimeda_80,8.7748,8.533382415771484
halimeda_81,9.9544,9.712982177734375
halimeda_82,7.2412,7.071971893310547
halimeda_83,8.1968,8.003520965576172
halimeda_84,8.4968,8.257198333740234
halimeda_85,6.9792000000000005,6.747245788574219
halimeda_86,4.2872,4.183006286621094
halimeda_87,6.1092,5.815315246582031
halimeda_88,5.8751999999999995,5.628395080566406
halimeda_89,6.286,6.045722961425781
halimeda_9,0.0,0.0
halimeda_90,12.498800000000001,12.156963348388672
halimeda_92,14.482000000000001,14.06259536743164
halimeda_93,2.7588,2.6335716247558594
halimeda_94,1.6992,1.5955924987792969
halimeda_95,5.578,5.4622650146484375
halimeda_96,2.522,2.4720191955566406
halimeda_97,3.1475999999999997,3.072643280029297
halimeda_98,2.8284,2.7469635009765625
halimeda_99,0.47359999999999997,0.4443168640136719
